Flight_ID,Passengers,Destination_Type,Origin_Type,Capacity,Bookings,Route,Flight_Duration,Hora_Salida_Redondeado,Month
0698d9b307904d29b7a0c330330c8621,,MX Amigos y Familia,Playa,186,,AY-AL,140.0,18,3
06994885d04a5204acb67bab1f13ef2b,,Playa,Ciudad Fronteriza,240,,BM-AK,375.0,9,3
069ab03413d0048fee1b5332b6c401b5,,Ciudad Principal,Ciudad Fronteriza,178,,BM-BA,265.0,10,4
069d30ae94e309d1c705e207d25f6a24,,MX Amigos y Familia,Ciudad Principal,178,,AT-BP,65.0,16,4
069e738cfc39af745fcd5361c1225b21,,MX Amigos y Familia,Ciudad Principal,186,,AW-BP,95.0,20,1
069f5bf1b340b83c1216fb6abe719390,,Playa,MX Amigos y Familia,180,,AD-AK,210.0,15,4
069f728dfe20f6b5ba73f83ca9874255,,MX Amigos y Familia,Ciudad Principal,186,,AW-AX,50.0,11,2
069fdfb00581e9b60e8acb6ce9e127a7,,Ciudad Principal,Ciudad Fronteriza,178,,AF-AO,190.0,8,1
06a004cc71b0e531bc38145b2780feef,,MX Amigos y Familia,Ciudad Principal,186,,BA-AP,95.0,17,2
06a08cbded5a580193babdcb0591f05d,,Ciudad Principal,MX Amigos y Familia,178,,BN-AW,100.0,18,4
06a0c64418e2bf593291218673e3fc40,,Playa,Ciudad Principal,180,,AO-AK,225.0,17,1
06a11db458339f7704eeae65248b4d29,,Ciudad Principal,Ciudad Principal,180,,AW-AT,100.0,6,4
06a7d0b7842cb44cbeeb4d4cc9da0183,,Ciudad Principal,Playa,180,,AK-BA,90.0,14,3
06aa2d2676c3481b6c0740d23b69bde5,,Ciudad Principal,Ciudad Principal,186,,AW-AT,100.0,6,2
06ac8fc6b50770c31c70d5db05d8b314,,MX Amigos y Familia,Ciudad Principal,220,,AT-BQ,90.0,20,1
06acc64820447ec0895cce0aaed39c15,,Ciudad Fronteriza,MX Amigos y Familia,240,,BC-BM,165.0,23,3
06ada7420202976ca884e98a6a3bfb68,,MX Amigos y Familia,Playa,178,,AK-BC,80.0,12,4
06b07e8e97f3d1233b01d7ff8301df35,,Ciudad Principal,Ciudad Principal,220,,AT-AW,100.0,15,1
06b66fdd47c95bb6b07525bbdb699300,,Ciudad Principal,Ciudad Principal,220,,AW-AT,100.0,23,4
06b871504e19932829c55bd67ed1cf06,,Ciudad Principal,Ciudad Principal,180,,AO-BA,75.0,8,4
06b9d81c9d8adcf1f6d08c1190cb6159,,Ciudad Principal,MX Amigos y Familia,186,,AL-AW,85.0,7,4
06bb040e7eab47d435f06e0924fd029e,,Ciudad Principal,Playa,240,,BD-AO,55.0,13,1
06bb11cecb314a67d87a1d44cccd2742,,Playa,Ciudad Principal,220,,AT-AY,45.0,11,2
06bb588a50bd60ea161c87ff2af15ae1,,Ciudad Principal,Playa,186,,AK-BA,80.0,14,1
06bea8387ab2ddf3c9ef335795e9dfd2,,Ciudad Principal,Playa,178,,BD-AW,95.0,15,3
06c0b0007edde3cb3df75ade014464f7,,MX Amigos y Familia,Ciudad Principal,180,,AW-AD,80.0,6,2
06c0e0ca6e6c692333064ded636cfe70,,Ciudad Principal,Ciudad Fronteriza,186,,BM-AO,230.0,1,3
06c4c6d1459fa6313e242189a2adc0cd,,Ciudad Principal,Ciudad Principal,178,,AT-AW,95.0,8,2
06c851fef696344898c2adae9914ad4b,,MX Amigos y Familia,Playa,180,,AK-BQ,35.0,17,3
06c99f097d32f93d4e716541356d68b9,,Ciudad Principal,Playa,240,,BD-AT,95.0,10,1
06cabe0dba49823206808d9629f3ed76,,Ciudad Principal,Ciudad Principal,178,,BA-AO,75.0,13,3
06cbcedf59be73fc188fd04950a66a62,,MX Amigos y Familia,Ciudad Principal,186,,AO-AL,110.0,20,3
06d099270c40d35c459765f5f3a204ec,,MX Amigos y Familia,Ciudad Principal,240,,AT-AP,110.0,6,1
06d1636c2a2b70e960bfa3acf66c3467,,Playa,Ciudad Principal,178,,AW-BT,195.0,11,4
06d6097dd30ea5e1cac391a8f0a999f1,,MX Amigos y Familia,Ciudad Fronteriza,240,,BM-AJ,180.0,11,1
06d636c99e50e968b2f4744d27f7f409,,MX Amigos y Familia,Ciudad Principal,178,,AW-BP,95.0,6,2
06d65165b55cc7204bc76715d1852b55,,MX Amigos y Familia,Ciudad Principal,186,,AW-BQ,115.0,19,4
06d7da02ac15f86bdd093bdee5d84ab4,,Ciudad Principal,MX Amigos y Familia,186,,BG-AT,40.0,9,4
06da22958c42c7f6b59a35fb0e4c1eb8,,Ciudad Fronteriza,Playa,240,,BD-BM,55.0,16,1
06dce03cec835ca97451e72a81062bf9,,Ciudad Principal,Ecoturismo,178,,BL-AO,125.0,13,2
06dd6747dcc00920d1cde8ab7d14ffc4,,Ciudad Principal,Ecoturismo,220,,AU-AT,125.0,7,4
06ddd01892893965b53e6c7f3d8f7904,,Ciudad Principal,Ciudad Fronteriza,178,,AF-AO,130.0,9,4
06df27169165bbdc667f4771ce3bacd4,,Ciudad Principal,Ecoturismo,220,,AU-AW,130.0,6,2
06e457b3c2570646b557300c01d4a434,,Ciudad Principal,Playa,220,,BD-AW,95.0,14,3
06e4c79808c20f11c674d938cf3b8a4b,,MX Amigos y Familia,Ciudad Principal,240,,AW-AP,65.0,19,1
06e74dc4ea1bd78df83e4c274911f595,,Ecoturismo,Ciudad Principal,186,,AO-AU,140.0,9,4
06e88de6e0e42b67288b4a8660b55456,,Ciudad Principal,Ciudad Principal,220,,AO-AT,85.0,8,2
06eac6d6615bf271f03768d00263dd28,,MX Amigos y Familia,Playa,186,,AK-BP,55.0,7,1
06f09117302dddf5be767791390bfbac,,Ciudad Principal,Playa,178,,BT-AW,100.0,15,4
06f1c58f429c482ae7eea17ed573979d,,Ciudad Principal,Ciudad Fronteriza,186,,BM-BA,315.0,10,1
06f3367cf7138823edc1b725771dbe74,,Playa,Ciudad Principal,186,,AO-AK,225.0,12,3
06f357ecef82cb4abfa48fd58e152252,,Ciudad Principal,Ciudad Fronteriza,240,,BM-AT,319.0,19,1
06f3985e6f3cca094258f4738acfb6e4,,Playa,MX Amigos y Familia,186,,BN-BD,80.0,17,3
06f3f2479357f2f4746bf4b7574ecbf2,,Ciudad Fronteriza,MX Amigos y Familia,186,,AD-BM,135.0,7,4
06f407f0246d2351d3e5f71958559ffc,,Playa,Ciudad Fronteriza,240,,BM-BD,280.0,11,1
06fa03c8f96cbb735f3d16df4f9f5dfa,,Playa,Ciudad Principal,220,,AT-AQ,80.0,13,1
06faa5e0da84dca1e6a0e23218a06c8f,,MX Amigos y Familia,Ciudad Principal,240,,AW-AL,90.0,6,1
06facc37d43b88ad8e792806bca18147,,Ciudad Principal,Ciudad Principal,186,,AT-AO,80.0,14,1
06fdbb33d4a473918e6e086de364225d,,Ciudad Fronteriza,Ciudad Principal,178,,AW-BM,65.0,17,3
06fe4cc381c9cd1a5dbbecb6b977b363,,Ciudad Principal,Ciudad Fronteriza,178,,BM-AW,280.0,13,1
070168b147933d352d15ff971d441217,,Ciudad Fronteriza,Ciudad Principal,186,,AO-AF,75.0,7,1
070255b8614398fd83cf6c9e03fd5152,,Ciudad Principal,MX Amigos y Familia,180,,BF-AW,85.0,6,4
070281f382af9e4ea7dccbd2b6b5a633,,Ciudad Principal,Ciudad Fronteriza,186,,BM-AO,230.0,20,4
07043cb137ff49c0a08f628d6fbed812,,Ciudad Fronteriza,Ciudad Principal,240,,AT-BM,105.0,5,1
07045af8b9e69515d9159b238c1e5eca,,Ciudad Principal,Ciudad Principal,240,,AT-AW,100.0,17,2
0708a3db12eb655257f8143c414baa38,,Ciudad Principal,Playa,240,,BD-AO,55.0,13,4
070a4f42e17e146ee9fe60f2e2de61b5,,Playa,Ciudad Principal,186,,AT-AK,200.0,7,1
070c9bf4aabe993ab829fc100fb77deb,,Ciudad Principal,Playa,220,,AK-AW,105.0,10,3
070db37e65ebda4d20a911f352c219c5,,Ciudad Principal,Playa,240,,AY-AT,170.0,7,4
070e2441200a2ad6c5c523e65ac5b86d,,Ciudad Principal,Playa,178,,AK-BA,90.0,15,3
0711a9d80b3168e53c205aec8b7cf828,,Ciudad Principal,Ecoturismo,180,,BL-AT,100.0,23,4
07127adea6c126ec5d767d1ec046b50e,,Ciudad Principal,Ciudad Principal,178,,AW-AT,100.0,6,3
07158582e7938b5babe915403df485a0,,Ecoturismo,MX Amigos y Familia,186,,BN-AU,110.0,11,3
0716b19e817a644ce09f9eb83e63898e,,MX Amigos y Familia,Ciudad Principal,186,,AW-BQ,115.0,20,4
071772da3ab6b9403a227ed7c7fcb277,,Ciudad Principal,Playa,186,,AK-AW,105.0,11,4
0717df5480b8efeb1cbe44b7a216e8ea,,Ciudad Principal,Ciudad Principal,186,,AO-AT,90.0,18,3
07199133a910c80f38455664066a6214,,Ciudad Principal,MX Amigos y Familia,186,,BQ-AT,100.0,23,3
071b6e791549fe5f2a980da13c7d4eb6,,MX Amigos y Familia,Ciudad Principal,180,,AW-BN,85.0,9,2
07216736ef71ca0a6389e20b42d09afb,,Ciudad Principal,MX Amigos y Familia,186,,AD-AW,80.0,6,2
07233c3c6c9a32873690b6f5fdbb015e,,MX Amigos y Familia,MX Amigos y Familia,186,,BG-BP,30.0,19,4
0723b4295d4ce8e4422edbfe2100ff01,,Playa,Ciudad Principal,240,,AT-BD,95.0,7,1
0725c5ec984a9fa4014eb2ffe7dc792c,,Playa,Ciudad Principal,186,,BA-AK,195.0,16,3
072790eb9abd822a5ad7bc398eb2f06d,,Ciudad Fronteriza,Ciudad Principal,180,,AT-BM,105.0,21,2
072a5e2b41d0f6e9d3394da7d31ac5db,,Ciudad Principal,Ciudad Principal,186,,AT-AO,80.0,8,1
072b151c7967969d1b5c239c3f816363,,Ciudad Principal,Ciudad Fronteriza,240,,BM-BA,265.0,3,3
072bcd54e06b501aada4640bb4961ec6,,Playa,Ciudad Principal,178,,AW-AK,200.0,10,4
072d63da8b549c5d15dcaf0f76ff8d2f,,Ciudad Fronteriza,Playa,240,,AY-BM,90.0,22,1
07304fcbc35675590c29740b88dc2c82,,Ciudad Principal,MX Amigos y Familia,178,,BC-AO,80.0,8,2
073167628f5369508a2463572348d061,,Ciudad Principal,Ciudad Principal,178,,BA-AO,75.0,13,3
0735593125e6f0261cc86e6f56657cf8,,Ciudad Principal,Ciudad Principal,180,,AW-AT,100.0,8,4
0737c4cd284c9ce8f9edc0c89f8f300a,,Playa,Ciudad Principal,220,,AT-BD,100.0,15,3
0739605473859e9fbcfab9eab9282781,,Ciudad Fronteriza,Ciudad Principal,240,,AO-BM,130.0,15,4
073bbe96b62cb5f78c4169cb3dfd7068,,Ciudad Principal,Ciudad Principal,240,,AT-AW,100.0,15,1
073da991547c2cbb98291e07c73ad211,,Ecoturismo,Ciudad Principal,240,,AW-AU,120.0,23,1
073eb90411099f753476b37c3b7c7aee,,Ciudad Fronteriza,Ciudad Principal,220,,AO-BM,65.0,22,2
073f5c213060a94a1481ec3f0570b789,,Ciudad Principal,Ciudad Principal,180,,AW-AO,90.0,17,2
073fea0e3666789f06135aa92b8a6f24,,Ciudad Principal,Playa,240,,AK-AT,95.0,17,1
0741ce1aed23dcb4801f0e1f60ec8a47,,Ciudad Principal,MX Amigos y Familia,220,,AL-BA,130.0,9,4
074724cacc9498d78c9b0217f830164c,,Ciudad Fronteriza,Ciudad Principal,240,,AO-BM,65.0,15,2
0747592c6f16d11db3b4432270b95ce2,,Ciudad Fronteriza,Ciudad Principal,186,,AO-BM,70.0,8,1
0749349c7162a1eb68c990bfee539825,,MX Amigos y Familia,Playa,220,,AK-AL,150.0,13,1
074bdf7535b2848da589e6d7a73ef723,,Ciudad Principal,Ecoturismo,220,,AU-AW,129.0,22,2
074d162c3c6534c7e08fd04133dab732,,Ciudad Principal,Ciudad Principal,220,,AW-AT,100.0,19,4
074ebda0c14a14e77a57535b7554ccb0,,Ciudad Principal,Playa,220,,BE-AT,85.0,13,4
07500f16f3c1e901e70f851c154674d0,,Ciudad Principal,Ciudad Principal,180,,AT-AW,100.0,20,1
07547def32967229d9831bb56212f4f3,,Ciudad Principal,Playa,178,,BD-AO,55.0,15,5
0754bb623629b0132edaad4e5503c524,,Playa,Ciudad Principal,186,,AW-AK,195.0,15,4
0755f3a6269d2c8013bfc9074eaa5c63,,Ciudad Principal,Ecoturismo,186,,AU-AW,135.0,6,4
0756918e5e48eb0f9122471c5baa0a43,,Ecoturismo,Ciudad Principal,186,,AO-BL,120.0,11,3
0757bfbf74ddaa43725585619335ce41,,Ciudad Principal,Ciudad Principal,186,,BA-AO,75.0,17,1
0757cbd5cfbf4a2f79f815fcb1c20076,,Ciudad Fronteriza,Ciudad Principal,178,,AO-BM,70.0,8,2
0758a7c7d9efd269e6ebe4c8006a0c35,,Ciudad Principal,Playa,240,,AK-AT,95.0,17,3
07599063de014fa97d088d2f2b823606,,Ciudad Principal,MX Amigos y Familia,220,,BQ-AT,100.0,22,4
075a2a5e567c821c4aec4d6989532f0a,,MX Amigos y Familia,Ciudad Principal,178,,AW-BC,90.0,20,4
075bf98ec8b527586ce2f4c2b0fbfe9d,,MX Amigos y Familia,Ciudad Principal,240,,AW-BJ,65.0,17,3
0760793a882b45fb7bc121ea6b46a0a1,,Ciudad Principal,Playa,186,,AK-AO,110.0,21,2
076189386ffc18d52801ed5ca7b35321,,Ciudad Principal,Ciudad Fronteriza,220,,BM-AT,260.0,1,4
07621fa1376adcb1269b944f4a407fe7,,Playa,MX Amigos y Familia,186,,BP-AK,170.0,9,1
07624ad0bd10425d982372c55cbed713,,Ecoturismo,Ciudad Principal,220,,AT-AU,110.0,19,2
076265d411aa3061babf035350983f7d,,Playa,Ciudad Principal,178,,AW-AK,200.0,7,3
0763a9fb158466399eadcc05535f55ec,,MX Amigos y Familia,Ciudad Principal,240,,AT-BQ,90.0,20,4
0763cfec6bccc8ebab871ff9dfc7d13a,,MX Amigos y Familia,Ciudad Fronteriza,186,,AF-AD,185.0,17,2
076684f1ffe39389f2f1c74af3b29ff1,,Ciudad Principal,Ciudad Principal,178,,AW-BA,90.0,20,1
07681109e2c24d26e8b8da2689ea12e1,,Playa,Ciudad Principal,180,,AO-BD,55.0,13,1
07683da37a7705798b8a117f49a9097e,,Ciudad Fronteriza,Ciudad Principal,186,,BA-BM,100.0,16,1
07689514e01a71f4f7ac13d6d6d2431b,,Ciudad Principal,Ciudad Principal,178,,AW-AO,90.0,8,2
076b70d20b626dd4214a67504912b955,,Ciudad Principal,Playa,178,,AY-AW,145.0,22,2
077012efc81627471414abf1d66d3f8f,,Playa,MX Amigos y Familia,178,,AJ-AR,55.0,17,3
0771bc3e8852156f508af40743a49327,,Ciudad Principal,MX Amigos y Familia,178,,BF-AW,85.0,17,4
0776043a4d2291aa5dedbd5a7fe0ceb8,,Ciudad Principal,Ciudad Principal,178,,BA-AO,75.0,18,3
0776bebd7ece6b3aa6bbc907d595b7d4,,Ciudad Fronteriza,Ciudad Principal,186,,BA-AZ,160.0,8,4
077728e8b75f8f29c74a419926b38efa,,MX Amigos y Familia,Ciudad Principal,240,,AW-AP,70.0,7,1
0778583867c16f9e8c3984446f3f3e29,,MX Amigos y Familia,Ciudad Principal,180,,AT-BG,100.0,6,2
07788af2bfa76b8adc9b69bfce86a8ca,,Ecoturismo,Ciudad Principal,186,,BA-AU,115.0,17,1
0779cb29bd6fb5a208b630ca3762856b,,Ciudad Principal,Ciudad Principal,178,,AO-AW,90.0,14,1
077acf2e9cd8f1591075edaad30cb63e,,MX Amigos y Familia,Playa,240,,BH-AJ,55.0,11,1
077b6d0cbd4ac0e884f4eae643cd0fe8,,Ciudad Principal,Ciudad Principal,240,,AT-AW,105.0,10,3
077e2ad3a356bce6cde7f744d7950f58,,Ciudad Principal,MX Amigos y Familia,240,,AS-AW,155.0,19,1
077e76fb3d2592ff2967a9dc01683158,,Ciudad Fronteriza,Ciudad Principal,240,,AW-AF,50.0,22,2
0782009a700376757b0f352c74c2bc30,,Ecoturismo,MX Amigos y Familia,186,,BN-AU,110.0,11,3
07827f4f2a7a7722fd9bfae2adc8bdd0,,Ciudad Principal,Playa,178,,AK-BA,90.0,15,3
0783a504d6acfb89cc0820e412ed3d0c,,Ciudad Principal,Ciudad Fronteriza,240,,BM-AO,295.0,6,1
0783b66b4e4d9dd50e5ded831e92fc84,,Ciudad Principal,Ciudad Principal,180,,AT-AO,85.0,16,3
078685e6a6311cf3260e322e32477913,,Ciudad Principal,MX Amigos y Familia,178,,BG-BA,35.0,16,3
07875a2d553d67242d7b79f92cf695b6,,Ciudad Principal,Ecoturismo,180,,BL-AO,125.0,13,1
078776353dd0b83fa3f87be378e5b2c4,,Ciudad Principal,Ecoturismo,186,,BB-AW,120.0,22,2
0787a329bf761c62c952875a5a16ed6c,,Ciudad Principal,MX Amigos y Familia,178,,BN-AW,100.0,18,5
078bb1bb8efb8f14c5f68592e79139b2,,Ciudad Principal,Ciudad Fronteriza,240,,BM-AT,259.0,20,3
078bfa01ea8f07147003e6544713a2be,,Ciudad Fronteriza,Ciudad Principal,240,,AT-AF,100.0,6,2
078cd2c7dd70637eb6549ce1d72b7a39,,Playa,Ciudad Principal,186,,BA-AY,40.0,10,5
078ee40dff0162fdacf9e35717c5d630,,Playa,Ciudad Principal,178,,AW-BD,100.0,13,2
079085954ea74993d4b7c6258640184e,,Ciudad Principal,Playa,186,,BH-AO,150.0,7,1
07924bb082f8bcd559f18a3d4de58b70,,Playa,MX Amigos y Familia,240,,BN-BD,80.0,17,4
07929dc2148a293f8b17d8c13260c803,,Ecoturismo,Ciudad Principal,240,,AO-AU,140.0,9,3
07934af0c64cd05c2d5dc792167c524e,,Playa,MX Amigos y Familia,180,,BN-AK,195.0,18,1
07958c1e53f5a2e31dd8f8b1f9289713,,Ciudad Principal,Ecoturismo,220,,BB-AT,75.0,13,1
0795b61359217583f77db0b094b42e66,,Ciudad Principal,Playa,186,,AK-BA,80.0,14,1
07990e940d7c529adb7fddb479ad4578,,Ciudad Fronteriza,MX Amigos y Familia,240,,AJ-BM,75.0,21,2
0799914588d68c1919521443881e7062,,MX Amigos y Familia,MX Amigos y Familia,186,,BP-BG,90.0,20,3
079a0a9f43e7896a57793bc7e4f766db,,Ciudad Fronteriza,MX Amigos y Familia,180,,AD-BM,135.0,23,3
079b0f4f6150b797eb83d5dd3953c633,,Playa,Ciudad Principal,240,,AO-BD,55.0,12,1
079bb36597d57ecf4601f4478a2585fd,,Ciudad Principal,Ciudad Principal,180,,AO-AW,90.0,8,3
079bea98c12f279373ca0e3cdda4f40b,,Ciudad Fronteriza,Ecoturismo,240,,BB-BM,185.0,6,5
079c67ecabe76b5981c8ead96f5db559,,Playa,Ciudad Principal,178,,AT-AK,200.0,9,4
07a51e386817e9158f8469acc2be36cf,,Ciudad Principal,Ciudad Fronteriza,240,,AF-AW,160.0,22,1
07ad661c6c5fb84c5e1ce87c036d27c8,,Playa,Ciudad Principal,220,,AT-BD,95.0,15,1
07addc08b72f7ba4a2ef110471f88772,,Ciudad Principal,Ciudad Principal,178,,AW-BA,90.0,19,4
07b0b4c9c4f4fc08f19317ad5be4df90,,Ciudad Principal,Playa,180,,AK-AW,100.0,13,1
07b0e02d352e23cea1324bdd55034ada,,Ciudad Principal,Ciudad Principal,240,,AW-AT,100.0,8,1
07b186b4a9da8e21d8d65b648f34206a,,Ciudad Principal,Playa,178,,BD-AW,95.0,11,4
07b396035fdb8dfbd2701c63ecf96973,,Ecoturismo,Ciudad Principal,240,,BA-AU,115.0,23,2
07b5e3405a8b5450c607e9e0fbf9c836,,Ciudad Principal,Playa,186,,AK-BA,85.0,16,4
07b61d78b7bc77b8047a618beb6a8304,,Ciudad Principal,Ciudad Principal,178,,BA-AW,95.0,6,3
07b76ce6532fac14028da7ffc7815667,,MX Amigos y Familia,Ciudad Principal,186,,AO-BP,90.0,6,3
07b7c8b8569e55ccbfd48ec63ea74866,,Ciudad Principal,Ciudad Fronteriza,240,,BM-AO,290.0,6,1
07b7fdcf16da171238550a237e3590bc,,MX Amigos y Familia,Ciudad Principal,186,,AW-BJ,65.0,21,3
07b8f338a3c3b9c311cef9904af60131,,Playa,Ciudad Principal,178,,AO-BD,55.0,14,4
07b96dfef33f91d1845c5752fae8bfe7,,Ciudad Principal,Ciudad Principal,178,,AO-BA,80.0,16,4
07be2551369001d1d11582310d7388b7,,Ciudad Principal,Playa,186,,AK-AT,85.0,20,2
07be29e2529103d7ff0410851fe92332,,Ciudad Fronteriza,Playa,240,,AK-BM,185.0,16,4
07c3598b3a6f1ed3f3f1f4c70ddeebbd,,Playa,Ciudad Principal,178,,BA-AK,195.0,11,3
07c51b83d66ff4e588e6e7be6197ad5f,,Ciudad Principal,MX Amigos y Familia,240,,AX-AW,270.0,13,1
07c86dad0f1d0b750837f8cebc5091f2,,Ciudad Fronteriza,Ciudad Principal,180,,AT-BM,170.0,21,4
07c87086e5db5fe698aa984cf3b49fa6,,Playa,Ciudad Principal,240,,AW-AY,30.0,16,1
07c9777347412587c5722a8e9e5da923,,Ciudad Principal,Playa,220,,BH-AW,165.0,16,4
07cb7cfd3e110105063aa8fa8a11e221,,Ecoturismo,Ciudad Fronteriza,240,,BM-BB,285.0,1,4
07ce9e198c759652f8d84ccd764773f6,,Ciudad Principal,Playa,186,,AK-AT,95.0,11,1
07cf69b7de8a3dc24f30557a75330b90,,Ecoturismo,Ciudad Principal,220,,AT-AU,115.0,6,3
07d27a667043f5b0bacbccb252585175,,Ciudad Principal,Ciudad Principal,186,,AW-AO,90.0,22,4
07d3fca69e5c53768924b73d2abfcd33,,Ciudad Principal,Playa,186,,AK-AT,95.0,11,1
07d46a762b3b7b23b28d3edef101c9a0,,MX Amigos y Familia,Ciudad Principal,186,,AW-AD,75.0,23,2
07d50cb0e33c591845ced0e3634709a5,,Playa,Ciudad Principal,240,,AT-AK,200.0,13,1
07d5e2f07bd90d839c784eea3ee3a8ab,,Ciudad Principal,Playa,180,,AK-BA,85.0,7,3
07d80cfe6f3ed22402c2ee002d6fdc8d,,Ciudad Principal,Ciudad Principal,178,,BA-AW,95.0,13,4
07d9d33ad53c72b15acf290e3949235e,,Playa,Ciudad Principal,186,,BA-AK,195.0,13,2
07dc31f2026ecc0847aa5133a599390c,,Ciudad Principal,Ciudad Principal,178,,AT-AO,85.0,8,4
07e101727266e4665ae8698d7e877fd7,,Ciudad Principal,Ciudad Fronteriza,186,,BM-AT,320.0,0,2
07e130dbba4070995afe46d4d6e0e11a,,Ciudad Principal,Playa,240,,BE-AT,85.0,12,4
07e605e0b40c7e359a9fa58b5dd005e8,,Ciudad Principal,Ciudad Principal,186,,BA-AO,75.0,12,4
07e6d819869603cddf92a3b48add5516,,Ciudad Principal,MX Amigos y Familia,220,,BO-AT,100.0,8,2
07ea0617916d0b41410787af95301b8d,,Ciudad Principal,MX Amigos y Familia,178,,AP-AW,175.0,21,3
07f198a5541115a93bcf3ec5b3e58a83,,Ciudad Principal,Playa,178,,AY-AW,145.0,12,3
07f37c8437b521e778382658db0e244b,,Ciudad Principal,Ciudad Fronteriza,178,,AF-AO,130.0,9,4
07f3a0af27e7ac685a096e7ca3ac2c0e,,MX Amigos y Familia,Ciudad Principal,178,,AT-BP,65.0,16,4
07f5fafcfaf5a7fb6436b01dd7b485a7,,Playa,Ciudad Principal,178,,AW-BD,95.0,14,4
07fa71973c62177471bd0df624f91aef,,Ciudad Principal,Ciudad Principal,186,,AO-AT,90.0,20,4
07fde777140077205e52977e2b977e4f,,Ecoturismo,Ciudad Principal,220,,AW-BL,125.0,16,5
07ffe55d681aee1d71191b7a78ceb82b,,MX Amigos y Familia,Ciudad Principal,186,,AW-AD,80.0,6,2
0805e3be61af4f0215bead9a36bb752f,,Playa,MX Amigos y Familia,186,,AL-AY,20.0,21,2
0806b08ac215485ef93155923a70a54a,,Ciudad Fronteriza,MX Amigos y Familia,240,,BC-BM,100.0,23,1
08082c51651004b9b1977a489cf11fe2,,Ciudad Principal,Ciudad Principal,178,,AO-AW,90.0,14,2
0808f25155ec274b9046873f667872b5,,Ciudad Principal,Playa,240,,AK-AW,105.0,13,4
08097dbeceb17599887ceff607a6b256,,Ciudad Principal,Ciudad Principal,178,,AO-AW,90.0,8,3
080bef2f821b1c9d7c7a75ff34c0aff6,,Ciudad Fronteriza,Ciudad Principal,240,,AO-BM,65.0,23,2
080e9ddb84b2556b751ecbf3afdac36c,,Ciudad Principal,Ecoturismo,178,,BL-AO,125.0,13,2
080eee47745184f4dfe1a9c1dc3a1513,,MX Amigos y Familia,Ciudad Principal,178,,AW-AP,70.0,6,5
0811e1467286d45b0f06f6de0ee7a6d1,,Playa,Ciudad Principal,186,,AW-AK,195.0,15,3
081461852c6705bdf1a90806b4d77a5f,,Ciudad Principal,MX Amigos y Familia,220,,AL-BA,130.0,9,4
0814bd5e1c8bc04f55b146fd76fb96cf,,Playa,Ciudad Principal,178,,AW-BD,95.0,14,5
08174c24b6f3bb8418e4ac27dc2fa665,,Ecoturismo,Ciudad Principal,178,,AO-BL,120.0,11,2
081a57b354957315c1c0691282f29479,,MX Amigos y Familia,Ciudad Principal,186,,AO-BP,90.0,6,4
081e56b35bf1d4261730cbfbbf825e4c,,MX Amigos y Familia,Ciudad Principal,180,,AW-BN,85.0,8,3
081fdfd96864a3b98d8107d6ca7f406e,,Playa,Ciudad Principal,220,,AT-BH,85.0,14,4
082003b764ad43b614214e623975f136,,MX Amigos y Familia,Ecoturismo,220,,AU-BF,130.0,13,1
0823d0ca88f68713631c339bf822ff6a,,Ciudad Principal,Ciudad Principal,186,,AW-AO,90.0,17,1
08241551d4c95bdbf9582794318665f0,,Ciudad Principal,Ciudad Principal,186,,AO-BA,75.0,6,3
0824a76b5580efcd847f8fb6524583f5,,MX Amigos y Familia,Ciudad Principal,220,,AW-BQ,115.0,10,4
082650937d3742c4a763d61c8265a28d,,Ciudad Principal,Ciudad Principal,180,,AW-AO,90.0,19,1
082691f48afbdbdb4e010cde25dafe3a,,Ciudad Principal,Ciudad Principal,178,,AW-AO,90.0,12,4
08275bd4d1bf6194106e8d183adabaf6,,Playa,Ciudad Principal,178,,AW-BD,95.0,13,3
0829e5a4ad2eee089a361ab457a29100,,Ciudad Principal,Playa,240,,BD-AT,95.0,10,2
082a1b6b17eb3f9082f4b8560c0d479e,,Ciudad Principal,Ciudad Principal,178,,BA-AW,95.0,13,3
082c03f4ca9e1a6251d2ac44b15543af,,Playa,Ciudad Principal,186,,BA-AI,175.0,13,4
082f5883cfc79dbc6ec86e92e00a90ac,,Ciudad Principal,Playa,240,,AK-AT,95.0,10,1
082f6538254f9b76797d49f5a9bb2a8b,,Ciudad Principal,MX Amigos y Familia,186,,BF-AW,85.0,21,3
0830fb9f339b11a77760a6a961ace634,,Ciudad Principal,Ciudad Principal,240,,AT-AW,100.0,16,2
083636260948c43c4de1e4e42b08df15,,Ciudad Fronteriza,Ciudad Principal,240,,AT-AF,100.0,6,2
08389866628822e88ed625de13c9b7b9,,Ciudad Principal,MX Amigos y Familia,186,,BF-AW,85.0,6,3
083a380e7d4f9380770f4a09d4163501,,Ecoturismo,Ciudad Principal,220,,AT-BB,65.0,11,1
083a6bf1f9c92b24fa3df24b18c5fa5d,,MX Amigos y Familia,Ciudad Principal,186,,AW-AD,75.0,15,4
083e2282b65df93015e63778b1174689,,Playa,MX Amigos y Familia,186,,BQ-AK,155.0,20,1
083e906f4e7bda91bb6e83ba709e1f28,,Ciudad Principal,MX Amigos y Familia,186,,AL-AO,105.0,23,3
083f833dcb85bec5e2664f89dd436ffd,,Ciudad Principal,MX Amigos y Familia,220,,AJ-BA,170.0,14,4
083f9a23a2217971e00382e59dcc693e,,Playa,Ciudad Principal,240,,AT-AK,200.0,6,3
